cliente_id,edad,ingreso_anual_estimado,gasto_anual_total,frecuencia_compra_anual,meses_cliente,ticket_promedio,region
CLI-03210,34,29621660,1170051,8,85,146256,Biobío
CLI-03211,42,7051309,688323,17,58,40489,Biobío
CLI-03212,43,39577365,2532401,11,58,230218,Biobío
CLI-03213,34,41132875,1827935,2,108,913967,Metropolitana
CLI-03214,43,26682842,1176703,8,120,147087,Metropolitana
CLI-03215,43,29229090,2522380,6,24,420396,Metropolitana
CLI-03216,33,16017577,1488062,3,11,496020,Antofagasta
CLI-03217,20,97661260,3130701,12,13,260891,Araucanía
CLI-03218,35,20084392,1149355,2,7,574677,Metropolitana
CLI-03219,18,26990139,1018409,1,33,1018409,Biobío
CLI-03220,38,56767498,2915035,1,45,2915035,Biobío
CLI-03221,38,39720412,2177895,2,54,1088947,Araucanía
CLI-03222,31,27027091,993010,7,49,141858,Metropolitana
CLI-03223,38,54428441,2591972,7,8,370281,Biobío
CLI-03224,47,9782367,811615,14,6,57972,Metropolitana
CLI-03225,48,28286701,1961649,5,20,392329,Araucanía
CLI-03226,31,29799677,1954965,6,8,325827,Valparaíso
CLI-03227,56,29843636,1972605,1,46,1972605,Biobío
CLI-03228,38,171721067,6312190,16,36,394511,Metropolitana
CLI-03229,45,4523822,159178,4,7,39794,Metropolitana
CLI-03230,33,51949771,2187725,17,93,128689,Araucanía
CLI-03231,25,49836383,2554915,1,68,2554915,Antofagasta
CLI-03232,41,53341428,2185717,13,23,168132,Valparaíso
CLI-03233,33,17278391,805209,15,4,53680,Valparaíso
CLI-03234,20,116627622,5949390,1,19,5949390,Araucanía
CLI-03235,28,141266864,4587595,2,16,2293797,Biobío
CLI-03236,19,27760384,1492029,1,10,1492029,Metropolitana
CLI-03237,33,48165735,2549180,11,6,231743,Valparaíso
CLI-03238,21,13519298,535066,9,9,59451,Valparaíso
CLI-03239,21,24550624,1113365,24,16,46390,Antofagasta
CLI-03240,18,24924975,797538,4,26,199384,Biobío
CLI-03241,37,40657056,1853289,3,5,617763,Biobío
CLI-03242,22,31710178,1984661,22,40,90211,Metropolitana
CLI-03243,23,33845715,1939064,5,15,387812,Metropolitana
CLI-03244,29,18031965,801270,1,11,801270,Biobío
CLI-03245,40,18068913,689378,4,3,172344,Metropolitana
CLI-03246,21,67947024,2605186,18,29,144732,Valparaíso
CLI-03247,45,47781170,2381281,20,9,119064,Biobío
CLI-03248,39,75587987,2960882,10,4,296088,Valparaíso
CLI-03249,22,43041893,2221316,5,10,444263,Metropolitana
CLI-03250,41,72939679,2536217,16,116,158513,Antofagasta
CLI-03251,44,21120123,1673167,12,19,139430,Araucanía
CLI-03252,21,25811382,1994620,17,18,117330,Biobío
CLI-03253,38,56891063,3541861,16,4,221366,Metropolitana
CLI-03254,35,19111577,1244882,11,14,113171,Metropolitana
CLI-03255,39,81160066,3599483,9,35,399942,Metropolitana
CLI-03256,18,48567087,4580253,5,8,916050,Araucanía
CLI-03257,38,19424019,871699,8,43,108962,Metropolitana
CLI-03258,33,49158267,5037367,9,23,559707,Valparaíso
CLI-03259,37,49961816,2080565,1,3,2080565,Metropolitana
CLI-03260,34,32561078,1924819,4,5,481204,Biobío
CLI-03261,29,59072148,3029080,6,4,504846,Antofagasta
CLI-03262,34,33085100,2186003,1,43,2186003,Metropolitana
CLI-03263,45,14966832,748612,8,39,93576,Biobío
CLI-03264,36,58757273,4169239,1,26,4169239,Valparaíso
CLI-03265,32,54497879,4038117,7,5,576873,Metropolitana
CLI-03266,28,28361904,1095973,2,102,547986,Metropolitana
CLI-03267,39,63151225,2291893,21,99,109137,Antofagasta
CLI-03268,32,11108958,536329,15,33,35755,Biobío
CLI-03269,22,23864611,1536550,7,3,219507,Metropolitana
CLI-03270,29,66633082,2573976,26,49,98999,Biobío
CLI-03271,21,17383820,955718,1,72,955718,Metropolitana
CLI-03272,39,12672874,767022,12,24,63918,Biobío
CLI-03273,26,27719080,1468326,13,30,112948,Valparaíso
CLI-03274,41,6686097,391993,4,10,97998,Metropolitana
CLI-03275,29,7818886,300255,6,8,50042,Antofagasta
CLI-03276,31,48130687,3035422,3,12,1011807,Valparaíso
CLI-03277,32,19462489,1659833,2,5,829916,Metropolitana
CLI-03278,30,25136978,1819385,5,11,363877,Metropolitana
CLI-03279,23,68869063,4400273,9,57,488919,Araucanía
CLI-03280,26,46896249,3012415,34,13,88600,Valparaíso
CLI-03281,21,30689994,1095671,28,19,39131,Biobío
CLI-03282,48,5963410,534332,10,51,53433,Metropolitana
CLI-03283,39,33174940,1325298,4,17,331324,Metropolitana
CLI-03284,24,25263727,1148655,2,35,574327,Metropolitana
CLI-03285,34,34701484,1384855,4,14,346213,Biobío
CLI-03286,31,52504382,3748112,4,30,937028,Metropolitana
CLI-03287,29,26060225,885973,3,47,295324,Valparaíso
CLI-03288,31,50578061,1920365,3,60,640121,Metropolitana
CLI-03289,20,66114867,2906433,2,8,1453216,Valparaíso
CLI-03290,43,22278632,1306857,5,13,261371,Metropolitana
CLI-03291,49,6885924,520279,3,8,173426,Metropolitana
CLI-03292,18,7570353,443315,3,13,147771,Metropolitana
CLI-03293,38,52216025,1833989,1,9,1833989,Metropolitana
CLI-03294,38,48185328,1587952,14,18,113425,Metropolitana
CLI-03295,31,17275605,1186991,1,84,1186991,Metropolitana
CLI-03296,19,18515194,654407,9,5,72711,Metropolitana
CLI-03297,29,30992692,1421040,2,4,710520,Valparaíso
CLI-03298,28,43169607,1738094,8,15,217261,Antofagasta
CLI-03299,27,27231733,1087646,3,12,362548,Metropolitana
CLI-03300,29,10424002,595095,11,28,54099,Biobío
CLI-03301,37,25900550,1095578,7,9,156511,Metropolitana
CLI-03302,42,13904649,1278323,14,13,91308,Metropolitana
CLI-03303,18,131569432,6854392,26,27,263630,Metropolitana
CLI-03304,55,46275766,3619797,2,11,1809898,Metropolitana
CLI-03305,37,44457329,1457836,11,5,132530,Valparaíso
CLI-03306,49,15702777,614007,1,96,614007,Biobío
CLI-03307,31,10342293,821257,8,9,102657,Araucanía
CLI-03308,33,15142738,1008125,10,30,100812,Metropolitana
CLI-03309,31,22378775,1533949,18,82,85219,Araucanía
CLI-03310,38,15761844,797095,7,11,113870,Metropolitana
CLI-03311,18,35247822,2973808,2,10,1486904,Metropolitana
CLI-03312,28,20383920,1354916,8,16,169364,Metropolitana
CLI-03313,29,124921553,3934098,23,64,171047,Valparaíso
CLI-03314,33,40501951,2426784,6,3,404464,Metropolitana
CLI-03315,19,11843232,1048476,21,17,49927,Metropolitana
CLI-03316,18,28015314,2206250,15,18,147083,Biobío
CLI-03317,18,13648202,730681,1,7,730681,Valparaíso
CLI-03318,27,68972713,4209827,1,11,4209827,Valparaíso
CLI-03319,33,20612843,1248225,7,28,178317,Biobío
CLI-03320,33,39225723,3187783,26,17,122607,Araucanía
CLI-03321,52,28775879,1736448,8,5,217056,Biobío
CLI-03322,18,45576316,1464642,12,106,122053,Valparaíso
CLI-03323,35,52752933,3078473,1,32,3078473,Metropolitana
CLI-03324,42,10178503,664094,1,4,664094,Metropolitana
CLI-03325,44,12686437,660962,9,49,73440,Araucanía
CLI-03326,43,17997464,899732,58,24,15512,Valparaíso
CLI-03327,19,20203714,1379545,12,44,114962,Antofagasta
CLI-03328,30,34626599,1527482,7,48,218211,Valparaíso
CLI-03329,39,116148715,4550003,6,43,758333,Biobío
CLI-03330,34,41413832,3309365,2,18,1654682,Metropolitana
CLI-03331,53,34427703,1271660,1,6,1271660,Biobío
CLI-03332,36,56322495,2200974,7,4,314424,Biobío
CLI-03333,31,28698137,1990941,22,5,90497,Araucanía
CLI-03334,40,44036693,3245869,6,64,540978,Araucanía
CLI-03335,21,66125431,2512222,4,9,628055,Biobío
CLI-03336,29,51722757,2195791,3,25,731930,Metropolitana
CLI-03337,40,29543603,1906236,1,67,1906236,Metropolitana
CLI-03338,47,17125767,1143403,1,6,1143403,Metropolitana
CLI-03339,29,82576099,2754019,4,4,688504,Biobío
CLI-03340,41,87068137,3872168,17,51,227774,Metropolitana
CLI-03341,43,26289116,2140953,13,3,164688,Metropolitana
CLI-03342,32,9127371,610193,3,12,203397,Metropolitana
CLI-03343,22,90906971,4693341,3,28,1564447,Araucanía
CLI-03344,21,48546770,1666108,9,36,185123,Metropolitana
CLI-03345,40,42033974,2560156,1,4,2560156,Metropolitana
CLI-03346,41,17949961,784142,8,42,98017,Araucanía
CLI-03347,35,15514673,1385498,1,4,1385498,Antofagasta
CLI-03348,30,15458384,666279,21,7,31727,Antofagasta
CLI-03349,28,27061924,1337910,11,12,121628,Valparaíso
CLI-03350,35,9141260,307902,5,15,61580,Biobío
CLI-03351,21,21672985,1203771,12,20,100314,Biobío
CLI-03352,37,11035080,793934,8,23,99241,Valparaíso
CLI-03353,18,10555046,933113,1,17,933113,Metropolitana
CLI-03354,32,15481552,843436,1,9,843436,Valparaíso
CLI-03355,28,24298852,1027198,6,25,171199,Araucanía
CLI-03356,39,9507592,584317,2,4,292158,Metropolitana
CLI-03357,18,107065795,4415990,7,17,630855,Metropolitana
CLI-03358,28,8354776,468485,4,40,117121,Antofagasta
CLI-03359,46,75715705,3672860,4,6,918215,Valparaíso
CLI-03360,33,87181900,5022123,10,34,502212,Araucanía
CLI-03361,25,44018795,3610197,11,29,328199,Metropolitana
CLI-03362,49,25437520,899966,5,7,179993,Metropolitana
CLI-03363,22,43882718,1355978,3,17,451992,Antofagasta
CLI-03364,41,31755870,1324806,17,43,77929,Metropolitana
CLI-03365,42,31914963,3005003,4,5,751250,Antofagasta
CLI-03366,51,5212917,341557,4,7,85389,Metropolitana
CLI-03367,30,8872509,649233,7,60,92747,Araucanía
CLI-03368,53,18748344,760148,9,28,84460,Metropolitana
CLI-03369,30,30165068,1450857,8,4,181357,Biobío
CLI-03370,51,106162672,3743117,4,5,935779,Valparaíso
CLI-03371,39,48932136,2234770,10,21,223477,Biobío
CLI-03372,18,34412852,1448332,2,31,724166,Valparaíso
CLI-03373,37,15911507,820670,8,9,102583,Metropolitana
CLI-03374,42,18245741,898418,2,32,449209,Antofagasta
CLI-03375,26,34761336,1632560,4,6,408140,Metropolitana
CLI-03376,18,13933941,502820,4,18,125705,Biobío
CLI-03377,33,50302696,3048882,2,31,1524441,Biobío
CLI-03378,26,76556002,4207517,16,60,262969,Metropolitana
CLI-03379,50,74554559,3121409,1,24,3121409,Metropolitana
CLI-03380,24,8743902,766099,7,37,109442,Valparaíso
CLI-03381,32,35026066,3509525,5,18,701905,Araucanía
CLI-03382,24,15813454,629886,3,8,209962,Araucanía
CLI-03383,45,55831675,3723213,11,60,338473,Araucanía
CLI-03384,31,154871791,6421265,5,8,1284253,Metropolitana
CLI-03385,21,18425107,933325,25,5,37333,Biobío
CLI-03386,39,13983764,1267723,31,25,40894,Metropolitana
CLI-03387,42,30401958,1849705,1,5,1849705,Valparaíso
CLI-03388,51,34548344,1576913,12,42,131409,Metropolitana
CLI-03389,31,12700565,1003511,11,4,91228,Araucanía
CLI-03390,28,70940489,3239414,7,9,462773,Araucanía
CLI-03391,26,32810894,1299973,16,18,81248,Biobío
CLI-03392,28,30686085,1174472,14,16,83890,Biobío
CLI-03393,42,83260776,3723247,17,35,219014,Biobío
CLI-03394,23,63124057,2037888,1,5,2037888,Araucanía
CLI-03395,29,8568389,564665,28,8,20166,Antofagasta
CLI-03396,32,47241878,3339392,3,85,1113130,Biobío
CLI-03397,51,13586455,575973,1,49,575973,Metropolitana
CLI-03398,46,31681257,1722673,9,12,191408,Valparaíso
CLI-03399,24,31307369,2168723,1,28,2168723,Metropolitana
CLI-03400,34,66345638,2604491,4,21,651122,Metropolitana
CLI-03401,27,49317580,1980923,13,28,152378,Valparaíso
CLI-03402,32,149581915,5364342,25,22,214573,Metropolitana
CLI-03403,22,21437424,2107110,4,37,526777,Antofagasta
CLI-03404,38,16991656,905016,5,9,181003,Araucanía
CLI-03405,30,35282363,1792134,8,20,224016,Valparaíso
CLI-03406,33,48896797,2621185,7,13,374455,Antofagasta
CLI-03407,21,64761900,2899501,28,38,103553,Valparaíso
CLI-03408,37,24839878,1795476,1,7,1795476,Araucanía
CLI-03409,18,31783885,2538215,17,28,149306,Metropolitana
CLI-03410,27,34578081,1271875,8,8,158984,Metropolitana
CLI-03411,52,172253924,5749630,4,14,1437407,Antofagasta
CLI-03412,35,29162397,1498310,39,12,38418,Metropolitana
CLI-03413,39,101151099,3996831,9,34,444092,Biobío
CLI-03414,48,72364217,3105867,20,13,155293,Metropolitana
CLI-03415,46,33228623,1519097,3,58,506365,Antofagasta
CLI-03416,33,31826761,2482949,20,10,124147,Metropolitana
CLI-03417,24,32287815,1620948,42,29,38594,Metropolitana
CLI-03418,39,23609212,1225817,18,56,68100,Biobío
CLI-03419,36,32542625,1060167,7,26,151452,Metropolitana
CLI-03420,37,153250374,4783545,16,50,298971,Araucanía
CLI-03421,30,91141878,3078834,1,25,3078834,Metropolitana
CLI-03422,41,19560244,1119254,4,25,279813,Metropolitana
CLI-03423,21,24648436,1564394,3,24,521464,Metropolitana
CLI-03424,35,74681665,5483603,5,15,1096720,Biobío
CLI-03425,23,28370653,1461198,8,28,182649,Metropolitana
CLI-03426,42,26258220,2044970,4,23,511242,Valparaíso
CLI-03427,40,52717061,3272330,3,14,1090776,Araucanía
CLI-03428,43,21129278,1866821,2,13,933410,Antofagasta
CLI-03429,43,17808248,1379882,16,52,86242,Metropolitana
CLI-03430,45,20283186,2158289,7,120,308327,Metropolitana
CLI-03431,32,29650770,1573753,4,9,393438,Metropolitana
CLI-03432,29,62095884,3545119,1,64,3545119,Biobío
CLI-03433,39,28013696,1543230,9,15,171470,Metropolitana
CLI-03434,28,28743248,1832860,6,33,305476,Araucanía
CLI-03435,20,43524901,1632333,12,46,136027,Antofagasta
CLI-03436,28,28384383,1475817,10,20,147581,Antofagasta
CLI-03437,27,37712419,1416165,9,4,157351,Valparaíso
CLI-03438,50,31338765,2009848,4,29,502462,Biobío
CLI-03439,49,77436064,2861343,1,32,2861343,Metropolitana
CLI-03440,35,31916756,1970309,2,13,985154,Metropolitana
CLI-03441,23,76431365,2566379,23,13,111581,Valparaíso
CLI-03442,41,128805816,5446661,4,8,1361665,Valparaíso
CLI-03443,18,53915349,2340859,8,60,292607,Metropolitana
CLI-03444,41,15367802,650064,16,3,40629,Valparaíso
CLI-03445,27,67507948,2616561,6,7,436093,Metropolitana
CLI-03446,24,16111425,708337,4,3,177084,Metropolitana
CLI-03447,28,64333766,2507088,1,6,2507088,Metropolitana
CLI-03448,39,17794952,536222,4,18,134055,Metropolitana
CLI-03449,42,8283202,316463,1,12,316463,Metropolitana
CLI-03450,39,8644529,499243,15,32,33282,Metropolitana
CLI-03451,39,17399057,1813126,25,69,72525,Metropolitana
CLI-03452,33,138572282,5790211,3,10,1930070,Metropolitana
CLI-03453,61,164008638,5944040,3,21,1981346,Biobío
CLI-03454,37,14821532,497473,14,5,35533,Metropolitana
CLI-03455,18,51350249,3133709,12,18,261142,Biobío
CLI-03456,42,56119100,2617059,14,7,186932,Biobío
CLI-03457,22,60480452,4852612,4,18,1213153,Metropolitana
CLI-03458,40,19585688,705072,35,21,20144,Metropolitana
CLI-03459,28,45509221,1965799,17,17,115635,Biobío
CLI-03460,22,36635266,1941907,7,62,277415,Antofagasta
CLI-03461,34,21303938,1220484,16,41,76280,Metropolitana
CLI-03462,24,18978083,850782,1,6,850782,Metropolitana
CLI-03463,27,20444825,1430549,20,16,71527,Metropolitana
CLI-03464,30,71199198,6186179,7,20,883739,Metropolitana
CLI-03465,34,29014101,2624293,12,11,218691,Araucanía
CLI-03466,27,40966937,3269898,4,14,817474,Araucanía
CLI-03467,39,14994622,734642,1,14,734642,Metropolitana
CLI-03468,18,24118877,977625,28,8,34915,Biobío
CLI-03469,51,14884249,710466,5,40,142093,Metropolitana
CLI-03470,32,14151489,1440723,6,50,240120,Metropolitana
CLI-03471,33,10997250,593069,2,4,296534,Metropolitana
CLI-03472,50,11527923,647272,4,7,161818,Biobío
CLI-03473,38,37919395,2944454,7,11,420636,Metropolitana
CLI-03474,32,8542015,533540,1,15,533540,Antofagasta
CLI-03475,27,20081561,1681750,13,11,129365,Valparaíso
CLI-03476,26,10445350,751305,35,31,21465,Valparaíso
CLI-03477,32,24066090,2274398,16,29,142149,Araucanía
CLI-03478,31,22765691,1415213,23,14,61531,Valparaíso
CLI-03479,31,15052904,761616,5,5,152323,Biobío
CLI-03480,37,20034302,1233864,2,8,616932,Metropolitana
CLI-03481,30,35798017,2426528,7,54,346646,Biobío
CLI-03482,41,17021603,752236,11,7,68385,Metropolitana
CLI-03483,25,31371473,1128392,6,26,188065,Metropolitana
CLI-03484,39,202761722,6262538,20,12,313126,Antofagasta
CLI-03485,24,71195061,2509463,27,60,92943,Metropolitana
CLI-03486,44,5672796,312795,9,23,34755,Metropolitana
CLI-03487,53,23001293,1142645,17,39,67214,Metropolitana
CLI-03488,41,5879303,385770,1,41,385770,Antofagasta
CLI-03489,43,12873833,1110695,4,6,277673,Valparaíso
CLI-03490,25,16479550,904279,3,3,301426,Antofagasta
CLI-03491,36,13972635,795868,2,23,397934,Biobío
CLI-03492,39,17077463,816501,4,23,204125,Metropolitana
CLI-03493,30,99336531,3173137,1,84,3173137,Metropolitana
CLI-03494,31,48312146,3538001,2,14,1769000,Biobío
CLI-03495,45,12041803,1160456,7,73,165779,Biobío
CLI-03496,42,18267075,1075693,6,40,179282,Araucanía
CLI-03497,41,12015480,696483,2,9,348241,Biobío
CLI-03498,57,15866413,1374527,10,8,137452,Antofagasta
CLI-03499,23,121186883,6115255,2,13,3057627,Metropolitana
CLI-03500,31,10439615,431198,6,46,71866,Metropolitana
CLI-03501,18,70111555,2992122,3,20,997374,Metropolitana
CLI-03502,45,23859020,1265502,4,68,316375,Valparaíso
CLI-03503,19,148773455,7601690,27,5,281544,Metropolitana
CLI-03504,45,4915935,176481,1,47,176481,Metropolitana
CLI-03505,47,10132277,566248,13,30,43557,Metropolitana
CLI-03506,43,33957879,2038837,1,18,2038837,Metropolitana
CLI-03507,32,40492734,1741693,3,7,580564,Metropolitana
CLI-03508,22,18747661,875758,8,16,109469,Araucanía
CLI-03509,37,18731471,822411,6,9,137068,Biobío
CLI-03510,50,39631849,1305384,24,17,54391,Metropolitana
CLI-03511,42,28147586,1322379,27,6,48977,Antofagasta
CLI-03512,43,9734256,649762,18,4,36097,Metropolitana
CLI-03513,24,50017914,2450769,52,33,47130,Metropolitana
CLI-03514,27,28296751,2069750,1,3,2069750,Antofagasta
CLI-03515,38,75062172,3336073,3,7,1112024,Metropolitana
CLI-03516,27,35804748,1575231,1,7,1575231,Biobío
CLI-03517,34,17931951,749344,31,42,24172,Metropolitana
CLI-03518,45,13432075,909660,5,43,181932,Valparaíso
CLI-03519,22,11417758,675981,22,6,30726,Valparaíso
CLI-03520,18,62672432,4876889,12,28,406407,Metropolitana
CLI-03521,28,23448731,1219371,1,43,1219371,Araucanía
CLI-03522,41,14674014,512657,5,21,102531,Valparaíso
CLI-03523,28,57088902,1767390,7,12,252484,Metropolitana
CLI-03524,23,17698098,863959,17,9,50821,Antofagasta
CLI-03525,38,28693464,1170128,7,36,167161,Antofagasta
CLI-03526,20,7664542,750055,55,20,13637,Araucanía
CLI-03527,30,20164827,843416,2,31,421708,Valparaíso
CLI-03528,25,7148677,541290,2,29,270645,Metropolitana
CLI-03529,26,5045112,404809,11,14,36800,Antofagasta
CLI-03530,43,13994043,1330475,1,10,1330475,Metropolitana
CLI-03531,41,19074051,1042074,4,37,260518,Metropolitana
CLI-03532,34,31745186,1293910,17,83,76112,Metropolitana
CLI-03533,18,15367519,658399,13,66,50646,Metropolitana
CLI-03534,29,15941717,813331,14,32,58095,Metropolitana
CLI-03535,22,30916106,1577905,1,21,1577905,Metropolitana
CLI-03536,41,48370862,2007004,1,57,2007004,Metropolitana
CLI-03537,18,12771390,1021301,2,9,510650,Biobío
CLI-03538,32,40717379,1668353,13,14,128334,Metropolitana
CLI-03539,31,57548674,3331320,1,6,3331320,Antofagasta
CLI-03540,26,25382132,1877298,8,5,234662,Valparaíso
CLI-03541,34,92793417,3851233,26,5,148124,Antofagasta
CLI-03542,36,29384772,2458673,11,37,223515,Metropolitana
CLI-03543,30,98710471,3704616,4,58,926154,Metropolitana
CLI-03544,34,14674815,480316,8,8,60039,Metropolitana
CLI-03545,42,44326533,1597263,9,9,177473,Araucanía
CLI-03546,18,6875851,422674,1,69,422674,Metropolitana
CLI-03547,32,109721685,5444552,18,6,302475,Biobío
CLI-03548,29,27988033,1920581,13,36,147737,Metropolitana
CLI-03549,43,33496080,1897049,3,33,632349,Araucanía
CLI-03550,44,47438882,4703776,23,46,204512,Biobío
CLI-03551,40,22596723,872855,4,41,218213,Metropolitana
CLI-03552,33,73888498,2863291,6,54,477215,Metropolitana
CLI-03553,31,34118461,2506079,1,5,2506079,Valparaíso
CLI-03554,29,14453237,844939,20,47,42246,Metropolitana
CLI-03555,43,17406164,1632012,4,58,408003,Metropolitana
CLI-03556,51,42521324,1789865,24,20,74577,Biobío
CLI-03557,38,25604860,1453176,6,11,242196,Antofagasta
CLI-03558,42,67536507,3495347,7,14,499335,Biobío
CLI-03559,18,27430033,2139414,16,76,133713,Araucanía
CLI-03560,39,13117768,1245196,8,24,155649,Metropolitana
CLI-03561,23,11803502,631386,12,120,52615,Biobío
CLI-03562,25,35478192,1326329,10,12,132632,Metropolitana
CLI-03563,36,16800451,1157032,15,7,77135,Araucanía
CLI-03564,21,28397571,1925981,2,45,962990,Metropolitana
CLI-03565,51,18214633,1650626,15,11,110041,Valparaíso
CLI-03566,47,10508617,858428,4,22,214607,Antofagasta
CLI-03567,36,9112866,591702,1,17,591702,Metropolitana
CLI-03568,29,23453607,1349649,1,3,1349649,Araucanía
CLI-03569,44,53503874,1671199,19,7,87957,Biobío
CLI-03570,18,11611979,941929,2,55,470964,Antofagasta
CLI-03571,27,43405415,1643621,13,40,126432,Metropolitana
CLI-03572,41,56575071,2309094,8,66,288636,Valparaíso
CLI-03573,28,46767604,2278487,1,8,2278487,Antofagasta
CLI-03574,33,24510423,764873,4,3,191218,Valparaíso
CLI-03575,18,18739687,702541,1,35,702541,Metropolitana
CLI-03576,18,29830104,962220,3,29,320740,Metropolitana
CLI-03577,22,14628453,802979,3,15,267659,Valparaíso
CLI-03578,30,24026044,1408040,1,14,1408040,Metropolitana
CLI-03579,23,24739226,1966087,5,55,393217,Biobío
CLI-03580,18,18674051,729335,3,4,243111,Valparaíso
CLI-03581,27,46279024,2040361,15,51,136024,Metropolitana
CLI-03582,37,16261317,592788,8,52,74098,Biobío
CLI-03583,52,22750192,1542662,13,13,118666,Biobío
CLI-03584,37,34817116,1502847,2,72,751423,Metropolitana
CLI-03585,28,22051933,769642,24,7,32068,Biobío
CLI-03586,27,88504810,4047375,3,13,1349125,Biobío
CLI-03587,41,10532885,809339,7,11,115619,Valparaíso
CLI-03588,21,32966574,1416087,1,7,1416087,Araucanía
